id,good_ingredients,bad_ingredients
930,"['allantoin', 'ethylhexyl glycerin']",['propylene glycol']
931,"['glycerin', 'tocopherol']",[]
932,['allantoin'],[]
933,['glycerin'],[]
934,"['glycerin', 'allantoin', 'panthenol', 'ethylhexyl glycerin']",[]
935,['glycerin'],[]
936,['ethylhexyl glycerin'],[]
937,"['glycerin', 'tocopherol']",[]
938,['glycerin'],[]
939,"['glycerin', 'allantoin']",[]
940,"['glycerin', 'allantoin', 'niacinamide']",['propylene glycol']
941,"['glycerin', 'glycerin']",[]
942,"['glycerin', 'titanium dioxide', 'ethylhexyl glycerin', 'sodium hyaluronate', 'tocopherol']",[]
943,"['allantoin', 'ethylhexyl glycerin', 'glycerin', 'sodium hyaluronate']",['propylene glycol']
944,[],['propylene glycol']
945,['glycerin'],[]
946,"['glycerin', 'hydrogenated jojoba oil']",[]
947,[],[]
948,[],[]
949,[],[]
950,[],[]
951,[],[]
952,[],[]
953,[],[]
954,[],[]
955,[],[]
956,[],[]
957,[],[]
958,[],[]
959,[],['propylene glycol']
960,[],['propylene glycol']
961,[],[]
962,[],[]
963,['tocopherol'],[]
964,[],[]
965,['titanium dioxide'],[]
966,[],[]
967,[],['propylene glycol']
968,"['glycerin', 'ethylhexyl glycerin']",[]
969,[],[]
970,[],[]
971,[],[]
972,[],[]
973,['glycerin'],[]
974,['glycerin'],[]
975,[],[]
976,['glycerin'],[]
977,[],[]
978,[],[]
979,[],[]
980,[],['propylene glycol']
981,[],[]
982,[],[]
983,['glycerin'],[]
984,['glycerin'],[]
985,"['glycerin', 'ethylhexyl glycerin', 'tocopherol', 'allantoin']",['propylene glycol']
986,['glycerin'],[]
987,"['glycerin', 'tocopherol']","['sodium laureth sulfate', 'propylene glycol']"
988,"['glycerin', 'tocopherol']","['sodium laureth sulfate', 'propylene glycol']"
989,['glycerin'],[]
990,"['ethylhexyl glycerin', 'glycerin']","['sodium laureth sulfate', 'propylene glycol', 'benzophenone-4']"
991,[],"['sodium laureth sulfate', 'dmdm hydantoin']"
992,['glycerin'],[]
993,"['glycerin', 'polyglycerin-10']",['sodium laureth sulfate']
994,['tocopherol'],"['sodium laureth sulfate', 'propylene glycol']"
995,"['glycerin', 'sodium hyaluronate', 'linoleic acid']",['propylene glycol dicoco-caprylate']
996,['tocopherol'],[]
997,"['glycerin', 'tocopherol']","['sodium laureth sulfate', 'propylene glycol']"
998,"['glycerin', 'titanium dioxide']","['sodium laureth sulfate', 'propylene glycol']"
999,"['glycerin', 'tocopherol']",[]
1000,"['glycerin', 'tocopherol']","['sodium laureth sulfate', 'propylene glycol']"
1001,"['glycerin', 'tocopherol']",[]
1002,['glycerin'],[]
1003,['glycerin'],['sodium laureth sulfate']
1004,"['glycerin', 'tocopherol']","['sodium laureth sulfate', 'propylene glycol']"
1005,"['glycerin', 'tocopherol']","['sodium laureth sulfate', 'propylene glycol']"
1006,['glycerin'],['sodium laureth sulfate']
1007,"['glycerin', 'tocopherol']","['sodium laureth sulfate', 'propylene glycol']"
1008,"['glycerin', 'niacinamide']",['sodium laureth sulfate']
1009,['glycerin'],[]
1010,['glycerin'],['dipropylene glycol']
1011,"['glycerin', 'tocopherol']","['sodium laureth sulfate', 'propylene glycol']"
1012,"['ethylhexyl glycerin', 'glycerin']",['sodium laureth sulfate']
1013,[],[]
1014,['glycerin'],['sodium laureth sulfate']
1015,['sodium hyaluronate'],[]
1016,['sodium hyaluronate'],[]
1017,"['glycerin', 'sodium cocoyl amino acids', 'tocopherol']",['propylene glycol']
1018,['glycerin'],['sodium laureth sulfate']
1019,['glycerin'],[]
1020,['tocopherol'],[]
1021,['glycerin'],['sodium laureth sulfate']
1022,[],['sodium laureth sulfate']
1023,"['glycerin', 'niacinamide', 'tocopherol']",[]
1024,"['glycerin', 'tocopherol']",[]
1025,['tocopherol'],['propylene glycol']
1026,['glycerin'],['sodium laureth sulfate']
1027,"['glycerin', 'tocopherol']","['sodium laureth sulfate', 'propylene glycol']"
1028,"['glycerin', 'ethylhexyl glycerin']","['sodium laureth sulfate', 'methylisothiazolinone']"
1029,"['glycerin', 'ethylhexyl glycerin']","['sodium laureth sulfate', 'methylisothiazolinone']"
1030,"['glycerin', 'titanium dioxide']","['sodium laureth sulfate', 'propylene glycol']"
1031,"['glycerin', 'tocopherol', 'shea butterate']",[]
1032,[],['dipropylene glycol']
1033,"['glycerin', 'panthenol']",[]
1034,['glycerin'],['sodium laureth sulfate']
1035,['glycerin'],[]
1036,['glycerin'],['sodium laureth sulfate']
1037,['tocopherol'],[]
1038,['tocopherol'],['propylene glycol']
1039,['glycerin'],[]
1040,['glycerin'],['sodium laureth sulfate']
1041,['glycerin'],[]
1042,"['glycerin', 'tocopherol']",[]
1043,"['glycerin', 'panthenol']",[]
1044,"['glycerin', 'ethylhexyl glycerin', 'tocopherol', 'allantoin']",['propylene glycol']
1045,[],[]
1046,['niacinamide'],['sodium laureth sulfate']
1047,['ethylhexyl glycerin'],"['sodium laureth sulfate', 'propylene glycol', 'methylisothiazolinone']"
1048,"['ethylhexyl glycerin', 'tocopherol']",[]
1049,"['glycerin', 'tocopherol']","['sodium laureth sulfate', 'propylene glycol']"
1050,"['glycerin', 'allantoin', 'panthenol']",[]
1051,['glycerin'],[]
1052,"['glycerin', 'tocopherol']",[]
1053,"['glycerin', 'panthenol', 'ethylhexyl glycerin', 'tocopherol']",[]
1054,['glycerin'],[]
1055,['glycerin'],[]
1056,"['glycerin', 'allantoin', 'panthenol']",[]
1057,"['glycerin', 'titanium dioxide']","['sodium laureth sulfate', 'propylene glycol']"
1058,"['glycerin', 'tocopherol']","['sodium laureth sulfate', 'propylene glycol']"
1059,['glycerin'],[]
1060,"['glycerin', 'panthenol']",[]
1061,[],[]
1062,['tocopherol'],['propylene glycol']
1063,"['glycerin', 'tocopherol']",['sodium laureth sulfate']
1064,['tocopherol'],['propylene glycol']
1065,"['glycerin', 'sodium hyaluronate', 'tocopherol', 'ethylhexyl glycerin']",['benzophenone-4']
1066,['tocopherol'],['propylene glycol']
1067,"['tocopherol', 'glycerin']",[]
1068,[],[]
1069,[],['propylene glycol']
1070,['glycerin'],[]
1071,"['allantoin', 'glycerin', 'panthenol']",[]
1072,[],"['sodium laureth sulfate', 'propylene glycol']"
1073,['sodium hyaluronate'],[]
1074,['glycerin'],['methylisothiazolinone']
1075,['glycerin'],[]
1076,['glycerin'],[]
1077,"['glycerin', 'allantoin', 'tocopherol']",[]
1078,['glycerin'],[]
1079,['glycerin'],[]
1080,['glycerin'],[]
1081,['tocopherol'],['propylene glycol']
1082,"['glycerin', 'ethylhexyl glycerin', 'tocopherol']",[]
1083,['glycerin'],[]
1084,['glycerin'],['sodium lauryl sulfate']
1085,"['glycerin', 'ethylhexyl glycerin', 'tocopherol']",[]
1086,"['glycerin', 'panthenol', 'ethylhexyl glycerin', 'tocopherol']",[]
1087,"['glycerin', 'panthenol', 'tocopherol']","['sodium laureth sulfate', 'benzophenone-4']"
1088,[],['sodium laureth sulfate']
1089,['glycerin'],[]
1090,"['panthenol', 'tocopherol']",[]
1091,"['panthenol', 'glycerin', 'tocopherol']",[]
1092,"['peg-75 shea butter glycerides', 'glycerin', 'panthenol']",['sodium laureth sulfate']
1093,['glycerin'],[]
1094,['glycerin'],[]
1095,['glycerin'],[]
1096,['glycerin'],"['sodium laureth sulfate', 'propylene glycol']"
1097,[],['sodium laureth sulfate']
1098,"['tocopherol', 'glycerin']",[]
1099,['tocopherol'],[]
1100,['titanium dioxide'],['dmdm hydantoin']
1101,"['glycerin', 'tocopherol']",['sodium laureth sulfate']
1102,['glycerin'],['sodium laureth sulfate']
1103,"['glycerin', 'panthenol']",['sodium laureth sulfate']
1104,[],['sodium laureth sulfate']
1105,['glycerin'],['propylene glycol']
1106,[],['sodium laureth sulfate']
1107,['tocopherol'],[]
1108,['panthenol'],['sodium laureth sulfate']
1109,[],[]
1110,[],[]
1111,['glycerin'],[]
1112,[],[]
1113,['glycerin'],[]
1114,['titanium dioxide'],['sodium laureth sulfate']
1115,['tocopherol'],[]
1116,[],[]
1117,[],[]
1118,[],[]
1119,['tocopherol'],[]
1120,[],[]
1121,[],[]
1122,[],[]
1123,['tocopherol'],[]
1124,['tocopherol'],[]
1125,[],[]
1126,[],[]
1127,"['glycerin', 'glycerin']",[]
1128,[],[]
1129,[],[]
1130,['tocopherol'],[]
1131,[],[]
1132,[],[]
1133,['glycerin'],[]
1134,['tocopherol'],['propylene glycol']
1135,['glycerin'],[]
1136,['tocopherol'],['propylene glycol']
1137,['tocopherol'],[]
1138,['glycerin'],[]
